CREATION_ANALYSIS_KEY,CREATION_DATE,COMPONENT,EFFORT,TYPE,TAGS,SEVERITY,maintainability_Rating,security_Rating,RELIABILITY_RATING,DEVELOPMENT_COST,MESSAGE
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,16,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""configure"" is 16 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,20,CODE_SMELL,error-handling,0.4,1,0.1,0.05,3046680,"Refactor this method to throw at most one checked exception instead of: org.xml.sax.SAXException, java.io.IOException"
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,40,CODE_SMELL,pitfall,0.4,1,0.1,0.05,3046680,3 duplicated blocks of code must be removed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,5,CODE_SMELL,"cert,pitfall",0.4,1,0.1,0.05,3046680,"Rename ""name"" which hides the field declared at line 76."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,20,CODE_SMELL,performance,0.4,1,0.1,0.05,3046680,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long method
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,30,BUG,"cwe,serialization",0.6,1,0.1,0.05,3046680,"Make ""handlerContexts"" transient or serializable."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,30,BUG,"cwe,serialization",0.6,1,0.1,0.05,3046680,"Make ""applications"" transient or serializable."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/Handler.java,30,BUG,"cwe,serialization",0.6,1,0.1,0.05,3046680,"Make ""configurations"" transient or serializable."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Reorder the modifiers to comply with the Java Language Specification.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,5,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Move this variable to comply with Java Code Conventions.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,8,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""Exception during configuration of handler: "" 3 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,1,CODE_SMELL,style,0.2,1,0.1,0.05,3046680,"At most one statement is allowed per line, but 2 statements were found on this line."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,5,CODE_SMELL,"misra,pitfall",0.4,1,0.1,0.05,3046680,"Introduce a new variable instead of reusing the parameter ""handler""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Anti-singleton
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/components/HandlerManager.java,5,CODE_SMELL,suspicious,0.4,1,0.1,0.05,3046680,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,2,CODE_SMELL,clumsy,0.2,1,0.1,0.05,3046680,"Remove the literal ""true"" boolean value."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,2,CODE_SMELL,clumsy,0.2,1,0.1,0.05,3046680,"Remove the literal ""false"" boolean value."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,5,CODE_SMELL,"clumsy,redundant,unused",0.2,1,0.1,0.05,3046680,Remove the redundant '!unknownSymbol!' thrown exception declaration(s).
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,18,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""uservalues"" 8 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,8,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""users/user"" 3 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,16,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""application"" 7 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,12,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""delrole"" 5 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""configuration"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal "", ID="" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,12,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""addrole"" 5 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,1,CODE_SMELL,style,0.2,1,0.1,0.05,3046680,"At most one statement is allowed per line, but 2 statements were found on this line."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,12,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal "", parameters="" 5 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,12,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""TransformerException: "" 5 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,8,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""seluser"" 3 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""menue"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""addeduser"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,30,CODE_SMELL,pitfall,0.4,1,0.1,0.05,3046680,2 duplicated blocks of code must be removed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""addrole"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""chguser"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""true"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""erruser"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""selrole"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,11,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""addUser"" is 11 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,5,CODE_SMELL,"misra,pitfall",0.4,1,0.1,0.05,3046680,"Introduce a new variable instead of reusing the parameter ""parameters""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,5,CODE_SMELL,"misra,unused",0.4,1,0.1,0.05,3046680,This block of commented-out lines of code should be removed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""admin"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""delrole"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""new"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""seluser"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""adduser"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/authentication-fw/java/org/apache/cocoon/webapps/authentication/generation/ConfigurationGenerator.java,57,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""showConfiguration"" is 57 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/batik/java/org/apache/cocoon/generation/FragmentExtractorGenerator.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long method
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/bsf/java/org/apache/cocoon/generation/ScriptGenerator.java,10,VULNERABILITY,cwe,0.4,1,0.1,0.05,3046680,Make extensions a static final constant or non-public and provide accessors if needed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/bsf/java/org/apache/cocoon/generation/ScriptGenerator.java,20,CODE_SMELL,performance,0.4,1,0.1,0.05,3046680,"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/bsf/java/org/apache/cocoon/generation/ScriptGenerator.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long method
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/bsf/java/org/apache/cocoon/generation/ScriptGenerator.java,10,VULNERABILITY,cwe,0.4,1,0.1,0.05,3046680,Make name a static final constant or non-public and provide accessors if needed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/bsf/java/org/apache/cocoon/generation/ScriptGenerator.java,10,VULNERABILITY,cwe,0.4,1,0.1,0.05,3046680,Make engineSrc a static final constant or non-public and provide accessors if needed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/bsf/java/org/apache/cocoon/generation/ScriptGenerator.java,5,CODE_SMELL,"misra,unused",0.4,1,0.1,0.05,3046680,This block of commented-out lines of code should be removed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/chaperon/java/org/apache/cocoon/generation/TextGenerator.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Reorder the modifiers to comply with the Java Language Specification.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/chaperon/java/org/apache/cocoon/generation/TextGenerator.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long method
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/chaperon/java/org/apache/cocoon/generation/TextGenerator.java,20,CODE_SMELL,pitfall,0.4,1,0.1,0.05,3046680,1 duplicated blocks of code must be removed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/chaperon/java/org/apache/cocoon/generation/TextGenerator.java,20,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Reduce the total number of break and continue statements in this loop to use at most one.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,8,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""reloadable"" 3 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,1,CODE_SMELL,style,0.2,1,0.1,0.05,3046680,"At most one statement is allowed per line, but 2 statements were found on this line."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,20,CODE_SMELL,confusing,0.4,1,0.1,0.05,3046680,Extract this nested try block into a separate method.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the """" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,16,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""act"" is 16 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,5,CODE_SMELL,suspicious,0.4,1,0.1,0.05,3046680,Either remove or fill this block of code.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,20,CODE_SMELL,performance,0.4,1,0.1,0.05,3046680,"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,5,CODE_SMELL,performance,0.4,1,0.1,0.05,3046680,"Use ""Boolean.parseBoolean"" for this string-to-boolean conversion."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long method
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long parameter list
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,40,CODE_SMELL,pitfall,0.4,1,0.1,0.05,3046680,3 duplicated blocks of code must be removed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,12,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""getAuthQuery"" is 12 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,5,CODE_SMELL,unused,0.4,1,0.1,0.05,3046680,"Remove this unused ""dbcol"" local variable."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,20,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Reduce the total number of break and continue statements in this loop to use at most one.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseAuthenticatorAction.java,10,CODE_SMELL,"cert,error-handling,suspicious",0.6,1,0.1,0.05,3046680,Either log or rethrow this exception.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,2,CODE_SMELL,clumsy,0.2,1,0.1,0.05,3046680,"Remove the literal ""false"" boolean value."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,8,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""reloadable"" 3 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,8,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""Exception: "" 3 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,20,CODE_SMELL,confusing,0.4,1,0.1,0.05,3046680,Extract this nested try block into a separate method.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the """" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,11,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""getAuthQuery"" is 11 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,5,CODE_SMELL,unused,0.4,1,0.1,0.05,3046680,"Remove this unused ""dbcol"" local variable."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,5,CODE_SMELL,suspicious,0.4,1,0.1,0.05,3046680,Either remove or fill this block of code.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,20,CODE_SMELL,performance,0.4,1,0.1,0.05,3046680,"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,5,CODE_SMELL,performance,0.4,1,0.1,0.05,3046680,"Use ""Boolean.parseBoolean"" for this string-to-boolean conversion."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,20,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Reduce the total number of break and continue statements in this loop to use at most one.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:src/blocks/databases/java/org/apache/cocoon/acting/DatabaseCookieAuthenticatorAction.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
